#File Name,Files,Lines,AVG Len,Code,Comments,White SP,Cd/Cm+WS,Cd/Cm,Cd/WS,% Code,Cd/File,Cm/File,WS/File,
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_2091_53.cpp,1,35,17,33,0,2,16.50,0.00,16.50,0.94,33,0,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_24870_20.cpp,1,54,18,46,3,5,5.75,15.33,9.20,0.85,46,3,5
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_17641_25.cpp,1,64,13,52,0,12,4.33,0.00,4.33,0.81,52,0,12
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_20543_39.cpp,1,56,26,56,0,0,0.00,0.00,0.00,1.00,56,0,0
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_14077_56.cpp,1,64,15,56,1,7,7.00,56.00,8.00,0.88,56,1,7
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_755_56.cpp,1,79,19,66,4,11,4.40,16.50,6.00,0.84,66,4,11
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_19684_30.cpp,1,55,24,48,1,6,6.86,48.00,8.00,0.87,48,1,6
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_4933_80.cpp,1,45,17,42,1,2,14.00,42.00,21.00,0.93,42,1,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_9010_30.cpp,1,63,16,59,0,4,14.75,0.00,14.75,0.94,59,0,4
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_16123_63.cpp,1,90,21,79,1,10,7.18,79.00,7.90,0.88,79,1,10
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_15741_10.cpp,1,78,21,63,2,13,4.20,31.50,4.85,0.81,63,2,13
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_14427_100.cpp,1,191,14,45,139,7,0.31,0.32,6.43,0.24,45,139,7
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/09_15344_66.cpp,1,31,24,29,0,2,14.50,0.00,14.50,0.94,29,0,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_6544_78.cpp,1,78,26,64,4,10,4.57,16.00,6.40,0.82,64,4,10
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_5303_60.cpp,1,99,13,84,1,14,5.60,84.00,6.00,0.85,84,1,14
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_4195_115.cpp,1,138,14,132,0,6,22.00,0.00,22.00,0.96,132,0,6
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_12201_35.cpp,1,23,29,23,0,0,0.00,0.00,0.00,1.00,23,0,0
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_578_70.cpp,1,82,21,72,4,6,7.20,18.00,12.00,0.88,72,4,6
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_15279_75.cpp,1,123,17,100,0,23,4.35,0.00,4.35,0.81,100,0,23
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/14_16494_20.cpp,1,64,18,53,5,10,3.53,10.60,5.30,0.83,53,5,10
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_11513_40.cpp,1,45,26,35,2,8,3.50,17.50,4.38,0.78,35,2,8
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_5356_115.cpp,1,71,26,60,0,11,5.45,0.00,5.45,0.85,60,0,11
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_11294_22.cpp,1,73,22,68,3,2,13.60,22.67,34.00,0.93,68,3,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_23595_20.cpp,1,68,13,68,0,0,0.00,0.00,0.00,1.00,68,0,0
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_10485_40.cpp,1,101,14,73,20,8,2.61,3.65,9.12,0.72,73,20,8
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_14412_23.cpp,1,220,14,209,1,10,19.00,209.00,20.90,0.95,209,1,10
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_3609_99.cpp,1,177,24,159,0,18,8.83,0.00,8.83,0.90,159,0,18
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_21912_60.cpp,1,36,18,32,0,4,8.00,0.00,8.00,0.89,32,0,4
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_12294_30.cpp,1,62,23,57,0,5,11.40,0.00,11.40,0.92,57,0,5
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_18581_50.cpp,1,96,24,80,0,16,5.00,0.00,5.00,0.83,80,0,16
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_8170_70.cpp,1,64,19,61,0,3,20.33,0.00,20.33,0.95,61,0,3
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/10_18835_99.cpp,1,53,20,49,3,2,9.80,16.33,24.50,0.92,49,3,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/09_25451_16.cpp,1,132,11,99,0,33,3.00,0.00,3.00,0.75,99,0,33
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_18963_20.cpp,1,118,21,104,1,13,7.43,104.00,8.00,0.88,104,1,13
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/14_20384_50.cpp,1,54,17,50,3,1,12.50,16.67,50.00,0.93,50,3,1
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/12_21390_20.cpp,1,57,15,50,1,6,7.14,50.00,8.33,0.88,50,1,6
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/09_8464_65.cpp,1,87,17,82,3,2,16.40,27.33,41.00,0.94,82,3,2
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/09_11784_56.cpp,1,160,14,136,0,24,5.67,0.00,5.67,0.85,136,0,24
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/11_23855_45.cpp,1,68,18,63,2,3,12.60,31.50,21.00,0.93,63,2,3
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_7728_50.cpp,1,50,22,48,1,1,24.00,48.00,48.00,0.96,48,1,1
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/08_7257_5.cpp,1,66,15,45,0,21,2.14,0.00,2.14,0.68,45,0,21
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/14_14451_25.cpp,1,28,22,28,0,0,0.00,0.00,0.00,1.00,28,0,0
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/09_995_9.cpp,1,13,16,13,0,0,0.00,0.00,0.00,1.00,13,0,0
/home/nikola/Faks/Diplomski/DrugiSemestar/AVSP/LabAssignment/AVSP_SourceQualityPrediction/CodeJamCrawler/dataset/13_18239_105.cpp,1,60,13,49,0,11,4.45,0.00,4.45,0.82,49,0,11
